SYMBOL,R1,R2,R3,R4,R5,R6
Abcg3,0,15,0,4,2,5
Abcg4,18,41,26,52,33,30
Abcg5,0,0,0,0,6,0
Abcg8,0,0,0,0,0,0
Abhd1,54,57,95,49,88,56
Abhd10,326,574,482,344,455,318
Abhd11,1517,1529,1403,1179,1896,1575
Abhd11os,16,27,28,58,43,51
Abhd12,1064,954,1586,984,1296,1088
Abhd12b,3105,3803,4355,1107,2271,1614
Abhd13,960,1154,1477,1197,1209,872
Abhd14a,933,532,667,527,653,513
Abhd14b,285,277,140,209,235,260
Abhd15,5,80,0,10,0,17
Abhd16a,2410,2339,2733,1831,2546,2090
Abhd16b,7,29,14,16,42,44
Abhd17a,1162,1165,1259,1284,1298,1461
Abhd17b,370,647,483,508,617,426
Abhd17c,596,530,637,568,867,799
Abhd18,289,323,346,121,246,191
Abhd2,828,706,1233,960,1017,1096
Abhd3,28,36,51,33,49,34
Abhd4,127,291,374,214,176,222
Abhd5,1106,699,1079,955,949,959
Abhd6,242,174,119,242,312,278
Abhd8,199,153,341,249,173,281
Abi1,3123,3743,3725,3726,3650,3315
Abi2,382,569,623,504,686,333
Abi3,61,196,155,30,80,0
Abi3bp,1777,2086,2156,1885,2451,2115
Abl1,2711,3564,4092,3212,3576,3412
Abl2,3797,4437,5174,4155,4048,4306
Ablim1,2916,2782,3793,1472,1968,1614
Ablim2,97,36,58,56,68,69
Ablim3,581,268,905,529,628,626
Abo,0,0,0,0,0,0
Abr,8159,8691,9282,6739,7512,6697
Abra,0,0,0,0,5,0
Abracl,1528,1339,1024,1642,1281,1579
Abraxas1,339,529,412,228,422,306
Abraxas2,708,709,856,636,825,806
Abt1,640,608,622,408,454,484
Abtb1,1314,1390,1481,888,1086,982
Abtb2,1474,1288,2507,1212,1340,1187
AC016791.1,0,0,0,0,0,0
AC016791.2,0,0,0,0,0,0
AC021063.1,0,0,0,0,0,0
AC025794.2,0,0,0,0,0,0
AC026385.2,0,0,0,0,0,0
AC073947.1,0,0,0,0,0,0
AC087233.1,0,0,0,0,0,0
AC087233.2,0,0,0,0,0,0
AC087559.1,0,0,0,0,0,0
AC087559.2,0,0,0,0,0,0
AC087559.3,0,32,0,0,0,0
AC087901.1,0,0,0,0,0,0
AC090479.1,0,0,0,5,0,0
AC090881.3,5,3,0,3,6,4
AC091283.1,0,0,0,0,0,0
AC091332.1,0,0,0,0,0,0
AC096777.2,0,0,0,0,0,0
AC098733.1,0,0,0,0,0,0
AC098875.1,0,0,0,0,0,0
AC098880.1,0,0,0,4,0,0
AC098880.2,346,278,263,249,272,236
AC099590.1,0,0,0,0,0,0
AC099591.1,0,0,0,0,0,0
AC100212.1,0,0,0,0,0,0
AC100212.2,0,0,0,0,0,0
AC100212.3,0,0,0,0,0,0
AC100212.4,0,0,0,0,0,0
AC100212.5,0,0,0,0,0,0
AC100212.6,0,0,0,0,0,0
AC100212.7,0,0,0,0,0,0
AC100212.8,0,0,0,0,0,0
AC100724.1,0,0,1,0,1,0
AC101593.1,0,0,0,0,0,0
AC102040.1,0,0,0,0,0,0
AC102091.1,0,0,0,0,0,0
AC102091.2,0,0,0,0,0,0
AC102106.1,0,0,0,0,0,0
AC102106.2,0,0,0,0,0,0
AC102119.1,1,0,3,0,0,0
AC102132.2,0,0,0,3,0,0
AC102135.1,0,0,0,0,0,0
AC102156.1,0,0,0,0,0,0
AC102156.2,0,1,0,0,0,0
AC102156.3,0,0,0,0,0,0
AC102240.1,0,0,0,0,0,0
AC102249.1,0,0,0,0,0,0
AC102264.1,0,0,0,0,0,0
AC102268.2,1,0,8,0,0,0
AC102285.1,0,0,0,0,0,0
AC102354.1,0,0,0,0,0,0
AC102410.1,0,0,0,0,0,0
AC102437.1,1,0,2,0,0,0
AC102437.2,0,0,0,0,0,0
AC102437.3,0,0,0,0,0,0
AC102492.1,0,0,0,0,0,0
AC102492.2,0,0,0,0,0,0
AC102492.3,0,0,0,0,0,0
AC102588.1,0,0,0,0,0,0
AC102610.1,0,0,0,0,0,0
AC103363.1,0,0,0,0,0,0
AC103405.1,0,0,0,0,0,1
AC103405.2,0,0,0,0,0,0
AC103597.1,1,0,0,0,0,0
AC103597.2,0,0,0,0,0,0
AC103658.1,0,0,0,0,0,0
AC103947.1,0,0,0,0,0,0
AC104103.1,0,0,0,0,0,0
AC104866.1,0,0,0,0,0,0
AC105061.1,0,0,0,0,0,0
AC105061.2,0,12,0,0,11,0
AC105297.1,0,0,0,1,0,0
AC105304.2,0,0,0,0,0,0
AC105333.1,0,0,0,0,0,0
AC107664.1,0,0,0,0,0,0
AC107664.2,0,0,0,0,0,0
AC107710.1,0,0,0,0,0,0
AC107756.1,0,0,0,0,0,0
AC107765.1,0,0,0,0,0,0
AC107765.2,0,0,0,0,0,0
AC107768.2,0,16,0,0,32,24
AC107773.1,0,0,0,0,0,3
AC107792.2,0,0,0,0,0,0
AC108777.1,0,0,0,0,0,0
AC108812.1,0,0,0,0,0,0
AC108814.1,0,0,0,0,0,0
AC108910.1,0,0,0,0,0,0
AC109138.7,0,0,29,0,0,0
AC109149.1,0,0,0,0,0,0
AC109152.1,0,0,17,5,0,0
AC109261.1,0,0,0,0,0,0
AC109261.2,0,0,0,0,0,0
AC109261.3,0,0,0,0,0,0
AC110168.1,0,0,0,0,0,0
AC110180.1,0,0,0,0,0,0
AC110212.1,7,0,0,0,0,0
AC110212.2,0,0,0,0,0,0
AC110262.2,0,0,0,0,0,0
AC110262.4,0,0,0,0,0,0
AC110375.1,0,0,0,0,0,0
AC110514.2,0,0,0,0,0,0
AC110562.1,0,0,0,0,0,0
AC110913.1,3,0,0,0,1,1
AC111023.1,0,0,0,0,0,0
AC113075.1,0,0,0,0,0,0
AC113104.2,0,0,0,0,0,0
AC113458.1,0,0,0,0,0,10
AC113528.1,0,0,0,0,0,0
AC113540.1,0,0,0,3,0,11
AC113953.1,0,0,0,0,1,0
AC113961.2,0,0,0,0,0,0
AC114003.1,0,0,0,0,0,0
AC114652.1,0,0,0,0,0,0
AC114677.1,0,0,0,0,0,0
AC114990.1,0,0,0,0,0,0
AC115117.1,0,0,0,0,0,0
AC115302.1,0,0,0,0,0,0
AC115631.1,758,575,880,677,726,528
AC115692.2,0,0,0,0,0,0
AC115715.1,0,0,0,0,0,0
AC115752.2,0,0,0,0,0,0
AC115752.3,0,0,0,0,0,0
AC115768.1,0,0,0,0,0,0
AC115768.2,0,0,0,0,0,0
AC115783.1,0,0,0,0,0,0
AC115789.3,0,0,0,0,0,1
AC115822.1,0,0,0,0,0,0
AC115894.1,0,0,0,0,0,0
AC115970.1,14,0,32,0,22,0
AC116128.1,0,0,0,0,0,0
AC116451.1,0,0,0,0,0,0
AC116451.2,0,0,0,0,0,0
AC116595.1,0,0,0,0,0,0
AC116658.1,0,0,0,0,0,0
AC116658.2,0,0,0,0,1,0
AC116766.1,23,28,19,20,16,10
AC116799.1,0,0,0,0,0,0
AC116841.1,0,0,120,15,78,7
AC116871.1,0,0,0,0,0,0
AC116871.2,0,0,0,0,0,0
AC116871.3,0,0,0,7,0,0
AC116871.4,0,0,0,0,0,1
AC117217.1,0,0,0,0,0,0
AC117217.2,0,0,0,0,0,0
AC117235.1,0,0,0,0,0,0
AC117239.1,0,0,15,0,0,0
AC117239.2,0,0,0,0,0,0
AC117244.1,0,0,0,0,0,0
AC117257.1,0,0,0,9,2,11
AC117805.1,0,0,0,0,0,0
AC117809.2,0,0,0,0,0,0
AC118472.1,0,0,0,0,0,0
AC118608.1,0,0,0,0,0,0
AC118614.1,1,0,0,0,0,0
AC118632.1,0,0,0,0,0,0
AC118642.1,0,0,0,0,0,0
AC118642.2,0,0,0,0,0,0
AC118684.1,0,0,0,0,0,0
AC118695.2,0,0,0,0,0,0
AC119957.1,0,18,59,0,18,1
AC119987.1,0,0,0,0,0,0
AC120011.1,0,0,0,0,1,0
AC120397.1,0,0,0,0,0,0
AC120797.1,0,0,0,0,0,0
AC121135.1,0,0,0,0,0,0
AC121135.2,0,0,0,1,0,0
AC121299.1,0,0,0,3,5,0
AC121539.1,0,0,0,0,0,0
AC121539.2,0,0,0,0,0,0
AC121603.2,0,0,0,0,0,0
AC121603.4,0,0,0,0,0,0
AC121783.1,0,0,0,0,0,0
AC121796.1,0,0,0,0,0,0
AC121797.1,0,0,0,0,0,0
AC121824.2,0,0,0,0,0,0
AC121864.1,0,0,0,0,0,0
AC121875.1,0,0,0,0,0,0
AC121875.2,0,0,0,0,0,0
AC121875.4,0,0,0,0,0,0
AC121957.1,0,0,0,0,0,0
AC121967.1,0,0,0,0,2,0
AC122051.1,0,0,0,0,0,0
AC122051.2,0,0,0,0,0,0
AC122117.1,0,10,17,13,0,14
AC122119.1,0,0,0,0,0,0
AC122119.2,0,2,3,3,3,4
AC122140.1,0,0,0,0,0,0
AC122211.1,0,0,0,0,0,0
AC122243.2,0,0,0,0,0,0
AC122245.1,0,0,0,0,0,0
AC122252.4,0,0,0,0,0,0
AC122253.2,16,0,0,0,0,0
AC122253.3,0,3,0,0,0,0
AC122270.1,0,0,0,0,0,0
AC122270.2,0,0,0,0,0,0
AC122270.3,0,0,0,0,0,0
AC122271.1,0,0,0,0,0,0
AC122271.2,0,0,0,0,0,0
AC122271.3,0,0,0,0,0,0
AC122306.1,0,0,0,1,0,2
AC122330.1,0,0,0,0,1,0
AC122398.1,0,0,0,0,0,0
AC122398.2,0,0,0,0,0,0
AC122398.3,0,0,0,0,0,0
AC122445.1,0,0,0,0,0,0
AC122453.1,0,244,221,314,1,260
AC122453.2,0,0,0,0,0,0
AC122454.1,0,0,0,0,0,0
AC122464.1,0,0,0,0,0,0
AC122464.2,0,0,0,0,0,0
AC122481.1,0,0,1,0,0,0
AC122481.2,0,0,0,0,0,0
AC122497.1,0,0,0,0,0,0
AC122536.1,0,0,0,0,0,0
AC122746.1,0,0,0,0,0,0
AC122821.1,2,0,0,4,10,5
AC122826.1,0,0,0,0,0,0
AC122846.1,0,0,0,0,0,0
AC122846.2,0,0,0,0,0,0
AC122848.1,0,0,0,0,0,0
AC122848.2,0,0,0,0,0,0
AC122852.1,0,0,0,0,0,0
AC122861.1,0,0,0,10,0,0
AC122861.2,0,0,0,0,2,0
AC122861.3,0,0,0,0,0,0
AC122861.5,0,0,0,0,0,0
AC122895.1,0,0,0,0,0,0
AC123659.1,0,0,0,0,0,0
AC123853.2,0,0,0,0,0,0
AC123853.3,0,0,0,0,5,0
AC123873.1,0,0,0,0,0,0
AC123873.2,0,0,0,0,0,0
AC123873.3,0,0,0,0,0,0
AC123930.1,0,0,0,0,0,0
AC123951.1,0,0,0,0,0,0
AC124108.1,27,0,0,6,37,11
AC124126.1,0,0,0,0,0,0
AC124181.1,0,0,0,0,1,0
AC124231.1,0,0,0,0,0,0
AC124231.2,0,0,0,0,1,0
AC124237.1,57,135,99,117,128,77
AC124336.1,0,0,0,0,0,0
AC124383.1,0,0,0,0,0,0
AC124394.1,0,0,0,0,0,0
AC124459.1,0,0,0,0,0,0
AC124502.2,0,0,0,0,0,0
AC124502.3,0,189,0,170,132,131
AC124512.1,1,1,8,2,1,4
AC124513.1,0,0,0,0,0,0
AC124542.1,0,0,0,0,0,0
AC124548.1,0,0,0,0,0,0
AC124557.1,0,0,0,0,9,0
AC124578.2,0,0,0,0,0,0
AC124578.3,0,0,0,0,0,0
AC124578.4,0,0,0,0,0,0
AC124606.1,0,0,0,0,0,0
AC124606.2,0,0,0,0,0,0
AC124716.1,0,0,0,1,0,0
AC124740.2,0,0,0,0,0,0
AC124973.1,0,0,0,0,0,0
AC125059.1,32,0,1,2,35,0
AC125059.2,0,0,0,0,0,0
AC125091.1,0,0,0,0,0,0
AC125122.1,0,0,0,0,0,0
AC125122.2,9,0,0,10,22,9
AC125149.1,0,0,0,0,0,0
AC125149.2,0,0,0,0,0,0
AC125149.3,0,0,0,0,0,0
AC125149.4,0,0,0,0,0,0
AC125149.5,0,0,0,0,0,0
AC125156.1,0,0,0,0,0,0
AC125178.1,0,0,0,0,0,0
AC125178.2,0,0,0,0,0,0
AC125178.3,0,0,0,0,0,0
AC125203.1,0,0,0,0,0,0
AC125210.1,0,0,0,0,0,0
AC125218.1,0,0,0,0,0,0
AC125218.2,0,0,0,0,0,0
AC125218.3,0,0,0,0,0,0
AC125259.1,0,0,0,0,0,0
AC125259.2,0,0,0,0,0,0
AC125339.1,0,0,0,0,0,0
AC125456.1,0,0,0,0,0,0
AC126027.1,0,0,0,0,0,0
AC126031.1,0,0,0,0,0,0
AC126031.2,0,0,0,0,0,0
AC126031.4,0,0,0,0,0,0
AC126035.1,0,0,0,0,0,0
AC126040.1,0,0,0,0,0,0
AC126041.1,0,0,0,0,0,0
AC126254.1,0,0,0,0,0,0
AC126254.2,0,0,0,0,0,0
AC126254.3,0,0,0,0,0,0
AC126438.1,0,16,63,12,11,26
AC126438.3,0,0,0,0,0,0
AC126438.4,0,13,25,6,1,14
AC126448.1,0,0,0,0,0,0
AC126449.1,0,0,0,0,0,0
AC126686.1,0,0,0,0,0,0
AC126807.1,1,0,0,1,0,0
AC126807.2,0,0,0,0,0,0
AC126807.3,0,0,0,0,0,0
AC126944.1,0,1,0,5,3,2
AC127236.1,0,0,0,0,0,0
AC127256.2,0,0,0,0,0,0
AC127274.1,0,0,0,0,0,0
AC127274.2,0,0,0,0,0,0
AC127274.3,0,0,0,0,0,0
AC127274.4,0,0,0,0,0,0
AC127314.1,0,0,0,0,0,0
AC127331.1,0,0,0,3,0,0
AC127331.2,0,0,0,0,1,0
AC127331.3,0,0,0,0,0,0
AC127331.4,0,0,0,0,0,0
AC127331.5,0,0,0,0,0,0
AC127331.6,0,0,0,0,0,0
AC127331.7,0,0,0,0,0,0
AC127331.8,0,0,0,0,0,0
AC127331.9,0,0,0,0,0,0
AC127347.1,16,16,0,0,0,0
AC127361.1,0,0,0,0,0,0
AC127361.2,0,0,0,0,0,0
AC127556.2,0,0,0,0,0,0
AC127693.2,0,1,0,0,0,0
AC127693.3,0,0,0,0,0,0
AC128672.2,0,0,0,0,0,0
AC128739.1,0,0,0,0,0,0
AC129179.1,0,0,0,0,0,0
AC129179.3,0,0,0,0,0,0
AC129188.2,0,0,13,0,7,0
AC129217.1,0,0,0,0,23,3
AC129217.2,0,0,0,0,0,0
AC129315.1,0,0,0,0,0,0
AC129773.1,0,1,0,1,1,0
AC130218.1,0,0,0,0,0,0
AC130693.1,0,0,0,0,0,0
AC130718.1,0,0,0,0,0,0
AC131065.1,0,0,0,0,0,0
AC131065.3,0,0,0,0,0,0
AC131105.1,0,0,0,0,0,0
AC131185.2,1,0,1,1,0,3
AC131231.1,0,0,0,0,0,0
AC131323.4,0,0,0,0,0,0
AC131675.2,0,0,0,0,0,0
AC131692.1,0,0,0,0,0,0
AC131692.2,0,0,0,0,0,0
AC131705.1,0,0,0,0,0,0
AC131796.1,0,0,0,0,0,0
AC131796.3,0,0,0,0,0,0
AC132088.1,0,0,0,0,0,0
AC132091.1,0,0,0,4,11,8
AC132100.1,0,0,0,0,0,0
AC132100.3,0,0,0,0,0,0
AC132140.1,0,0,0,0,0,0
AC132235.1,0,0,0,0,0,0
AC132235.3,0,0,0,0,0,0
AC132253.1,0,0,0,0,0,0
AC132253.3,0,0,0,0,0,0
AC132307.4,0,0,0,0,0,0
AC132307.6,0,1,0,0,0,0
AC132351.1,18,19,0,0,3,0
AC132418.2,0,7,0,19,0,0
AC132418.3,0,0,0,0,0,0
AC132444.1,0,0,0,0,0,0
AC132444.2,0,0,0,0,0,0
AC132444.3,0,0,0,0,0,0
AC132444.4,0,0,0,0,0,0
AC132444.5,0,0,0,0,0,0
AC132444.6,2,0,0,5,6,0
AC132452.3,0,0,0,0,0,0
AC132452.4,0,0,0,0,0,0
AC132481.2,0,1,0,0,0,9
AC132911.2,0,0,0,0,0,0
AC133095.1,0,0,0,0,0,0
AC133095.2,0,0,0,0,0,0
AC133103.1,0,0,0,0,0,0
AC133103.2,0,0,0,0,0,0
AC133103.3,0,0,0,0,0,0
AC133103.4,0,0,0,0,0,0
AC133103.5,0,0,0,0,0,0
AC133103.6,0,0,0,0,0,0
AC133103.7,0,0,0,0,0,0
AC133172.1,0,0,0,8,0,0
AC133186.1,0,0,0,0,0,0
AC133509.1,0,0,0,3,3,2
AC133517.1,0,0,0,0,0,0
AC133523.1,0,0,0,0,0,0
AC133523.3,0,0,0,0,0,0
AC133941.1,0,0,0,0,0,0
AC133968.1,0,0,0,0,0,0
AC134333.1,0,0,0,0,0,0
AC134458.1,0,0,0,0,0,0
AC134458.3,0,0,0,0,0,0
AC134458.4,0,0,0,0,0,0
AC134468.1,0,125,0,0,10,38
AC134471.1,0,0,0,0,0,0
AC134471.2,0,0,0,0,0,0
AC134471.3,0,0,0,0,0,0
AC134540.1,0,0,0,0,0,0
AC134576.1,0,0,0,0,0,0
AC134576.2,0,0,0,0,0,0
AC134576.3,0,0,0,0,0,0
AC134591.2,0,0,0,0,0,0
AC134830.2,0,0,0,0,0,0
AC134908.1,0,0,0,0,0,0
AC134908.4,0,0,0,0,0,0
AC135084.1,0,0,0,0,1,0
AC135509.1,0,0,1,0,0,0
AC135670.1,0,0,0,0,0,0
AC136453.1,0,0,0,0,0,0
AC136921.1,0,0,0,0,0,0
AC137150.1,0,0,0,0,0,0
AC137585.2,0,0,0,0,0,0
AC137605.4,0,0,0,2,0,0
AC137605.6,0,0,0,0,0,0
AC138134.2,0,0,0,0,0,0
AC138174.1,0,0,0,0,0,0
AC138174.3,0,0,0,0,0,0
AC138310.1,0,0,0,0,0,0
AC138310.2,0,0,0,0,0,0
AC138768.1,0,0,0,0,0,0
AC138790.5,0,0,0,0,0,0
AC139040.1,0,0,0,0,0,0
AC139157.1,0,0,0,0,0,0
AC139233.1,0,0,0,0,0,0
AC139240.1,0,0,0,0,0,0
AC139296.1,0,0,0,0,0,0
AC139296.2,0,0,0,0,0,0
AC139296.3,0,0,1,1,1,0
AC139334.1,0,0,0,0,0,0
AC139334.2,0,0,0,0,0,0
AC139553.1,0,0,0,0,0,0
AC139750.1,0,0,0,0,0,0
AC139750.2,0,0,0,0,0,0
AC140047.1,0,0,0,0,0,0
AC140047.2,2,0,1,0,1,0
AC140053.1,0,0,0,0,0,0
AC140240.1,0,0,0,0,0,0
AC140240.2,0,0,0,0,0,0
AC140240.3,0,0,0,0,0,0
AC140267.1,0,0,0,0,0,2
AC140298.1,0,0,0,0,0,0
AC140316.1,0,1,0,0,0,1
AC140316.2,0,0,0,0,0,0
AC140325.1,0,0,0,0,0,0
AC140325.2,0,0,0,0,0,0
AC140325.3,0,0,0,0,0,0
AC140325.4,0,0,0,0,0,0
AC140365.1,0,0,0,0,0,0
AC140378.1,0,0,0,0,0,0
AC140413.4,0,0,0,0,0,0
AC140980.1,0,0,0,0,0,0
AC140980.2,0,0,0,0,0,0
AC141429.1,0,0,0,0,0,0
AC141477.1,0,0,0,0,0,0
AC141640.1,0,0,0,0,0,0
AC142103.1,0,0,0,0,0,0
AC142213.1,0,0,0,0,0,0
AC142213.2,0,0,0,0,0,0
AC142213.3,0,0,0,0,0,0
AC142213.4,0,0,0,0,0,0
AC142213.5,0,0,0,0,0,0
AC142249.1,0,0,0,0,0,0
AC142448.3,0,0,0,0,0,0
AC144621.1,0,0,0,0,0,0
AC144733.1,0,0,0,0,0,0
AC144860.2,0,0,0,0,0,0
AC144860.3,0,10,0,0,0,0
AC144861.1,0,0,0,0,0,0
AC145557.1,0,0,0,0,0,0
AC147020.2,0,0,0,0,0,0
AC147026.2,0,0,0,0,0,0
AC147083.1,0,0,0,0,0,0
AC147227.1,0,0,0,0,0,0
AC147234.1,0,0,0,0,0,0
AC147474.1,0,0,0,0,0,0
AC147989.2,0,0,0,0,0,0
AC147992.1,0,0,0,0,0,0
AC147992.2,0,0,0,0,0,0
AC148008.1,0,0,0,0,0,0
AC148013.1,5,1,0,1,0,1
AC148014.1,0,0,0,0,0,0
AC148016.2,0,0,0,0,0,0
AC148017.1,0,0,0,0,12,0
AC148019.3,0,0,0,0,0,0
AC148020.1,0,0,0,0,0,0
AC148174.1,0,16,20,3,34,18
AC148174.2,0,0,0,0,0,0
AC148174.3,0,0,0,0,0,0
AC148174.4,0,0,0,0,0,0
AC148336.1,0,0,0,0,0,0
AC148983.1,0,0,0,0,0,0
AC149090.1,2669,3468,2864,1962,2088,2159
AC149224.1,0,0,0,0,0,0
AC149224.2,0,0,0,0,0,0
AC149589.1,0,0,0,0,0,0
AC150274.1,0,0,0,0,0,0
AC151267.1,0,0,0,0,0,0
AC151270.1,0,0,0,0,0,0
AC151272.1,0,0,0,0,0,0
AC151275.1,0,10,12,0,11,0
AC151284.1,1,33,38,34,12,15
AC151284.2,10,34,0,3,65,13
AC151288.1,0,0,0,0,0,0
AC151292.2,0,0,0,0,0,0
AC151293.1,0,0,0,0,0,0
AC151294.3,18,0,0,0,0,0
AC151473.1,0,0,0,0,0,0
AC151580.1,0,0,0,0,0,0
AC151978.1,0,0,0,0,0,0
AC151987.1,0,0,0,0,0,0
AC151990.1,0,0,0,0,0,0
AC152076.2,0,1,0,0,1,0
AC152076.3,0,0,0,0,0,0
AC152396.1,0,0,0,0,0,0
AC152396.2,0,0,0,0,0,0
AC153137.1,0,1,0,0,0,0
AC154172.1,0,0,0,0,0,0
AC154187.2,14,0,0,0,1,0
AC154217.1,0,0,0,0,0,0
AC154218.1,0,0,0,0,0,0
AC154247.1,0,0,0,0,0,0
AC154260.1,0,0,0,0,0,0
AC154286.1,0,0,0,0,0,0
AC154343.2,0,0,0,0,0,0
AC154366.1,0,0,0,0,0,0
AC154366.2,0,0,0,0,0,0
AC154366.3,0,0,0,0,0,0
AC154369.1,1,20,1,28,14,7
AC154379.1,0,0,0,0,0,0
AC154443.2,0,0,0,2,0,0
AC154457.1,0,0,0,0,0,0
AC154457.2,0,0,0,0,0,0
AC154457.3,0,0,0,0,0,0
AC154483.1,0,0,0,0,0,0
AC154486.1,0,0,0,0,0,0
AC154486.2,0,0,0,0,10,0
AC154486.3,20,8,47,41,6,20
AC154493.1,0,0,0,0,0,0
AC154500.1,0,0,0,0,0,0
AC154544.1,0,0,0,0,0,0
AC154604.1,0,0,0,0,0,0
AC154652.2,0,11,1,5,0,3
AC154679.4,0,0,0,0,0,0
AC154707.1,0,0,0,2,7,0
AC154707.2,0,0,0,1,0,0
AC154753.1,0,0,0,0,0,0
AC154766.1,0,0,0,0,0,0
AC154766.2,0,0,0,0,0,0
AC154766.3,0,0,0,0,0,0
AC154779.1,0,0,0,0,0,0
AC154779.2,0,0,0,0,0,0
AC154779.3,0,0,0,0,0,0
AC154779.4,0,0,0,0,0,3
AC154787.1,0,0,0,0,0,0
AC154787.2,0,0,0,0,0,0
AC154798.1,0,0,0,0,0,0
AC154798.2,0,0,0,0,0,0
AC154842.1,0,0,0,0,0,0
AC154912.4,0,0,0,0,0,0
AC155159.1,0,2,0,0,0,0
AC155261.1,0,0,0,0,0,0
AC156027.1,0,0,0,0,0,0
AC156981.1,29,15,0,5,10,19
AC157214.1,1,19,67,5,24,24
AC157548.2,0,0,0,0,0,0
AC157594.1,0,0,0,0,0,0
AC157594.2,0,0,0,0,0,0
AC157785.1,0,0,0,0,0,0
AC157903.1,0,0,0,0,0,0
AC157904.1,0,0,0,0,0,0
AC157910.2,0,0,0,0,0,0
AC157914.1,0,0,0,0,0,0
AC158127.1,0,0,0,0,0,0
AC158391.1,0,0,0,0,0,0
AC158391.2,0,0,0,0,0,0
AC158568.1,0,0,0,0,0,0
AC158568.2,0,0,0,0,0,0
AC158763.1,0,0,0,0,0,0
AC158772.1,0,0,0,0,0,0
AC158774.1,12,13,39,21,9,3
AC158774.2,0,0,0,0,0,0
AC158903.1,0,0,0,0,0,0
AC158975.3,0,0,0,0,0,0
AC159187.1,1,0,0,0,0,0
AC159289.1,0,0,0,0,0,0
AC159289.2,0,0,0,0,0,1
AC161166.1,0,0,25,0,6,0
AC161258.1,0,0,0,0,0,0
AC161261.1,0,0,0,0,0,0
AC161261.2,0,0,0,0,0,0
AC161261.3,0,0,0,0,0,0
AC161261.4,0,0,0,0,0,0
AC161379.1,0,0,0,0,0,0
AC161511.1,0,10,0,0,0,0
AC161519.1,0,0,0,0,0,0
AC161519.2,2,2,19,0,0,5
AC161519.3,0,0,0,0,0,0
AC161520.1,0,0,0,0,0,0
AC161605.1,0,0,0,0,0,0
AC161605.2,0,0,0,0,0,0
AC161605.3,0,0,0,0,0,0
AC161932.1,0,0,0,0,0,0
AC162035.1,0,0,0,0,0,0
AC162035.3,0,0,0,0,0,0
AC162307.1,0,0,0,0,0,0
AC162373.1,0,0,0,0,0,0
AC162463.1,0,0,0,0,0,0
AC162463.2,0,0,0,0,0,0
AC162463.3,0,0,0,0,0,0
AC162800.1,0,0,0,0,0,0
AC162805.1,0,0,0,0,0,0
AC162805.2,0,0,0,0,0,0
AC162805.3,0,0,0,0,0,0
AC162805.4,0,0,0,0,0,0
AC162805.5,0,0,0,0,0,0
AC162805.6,0,0,0,0,0,0
AC162805.7,0,0,0,0,0,0
AC162923.1,0,0,0,0,0,0
AC163277.1,0,0,0,9,2,1
AC163398.1,0,0,0,0,0,0
AC163399.1,0,0,0,0,2,0
AC163399.2,0,0,0,0,0,0
AC163611.1,0,0,0,0,0,0
AC163611.2,0,0,0,0,0,0
AC163620.1,0,0,0,0,0,0
AC163620.2,0,0,0,0,0,0
AC163633.1,0,0,0,0,0,0
AC163660.1,0,0,0,0,0,0
AC164009.1,0,0,0,0,0,0
AC164011.1,0,26,0,10,1,0
AC164084.1,0,0,0,0,0,0
AC164084.2,0,0,0,0,0,0
AC164084.3,0,0,0,0,0,0
AC164546.2,0,0,0,7,1,5
AC165075.1,0,0,0,0,0,0
AC165087.1,0,0,0,0,0,0
AC165087.2,0,0,0,0,0,0
AC165294.1,0,0,0,0,0,0
AC165294.2,0,0,0,0,0,0
AC165294.3,0,0,0,0,0,0
AC165311.1,0,0,0,0,0,0
AC165327.1,0,0,0,0,0,0
AC165327.2,0,0,0,0,7,0
AC165408.1,0,0,0,0,0,0
AC165960.1,0,0,1,0,0,2
AC165962.4,16,37,1,8,4,24
AC166058.1,0,0,0,0,0,0
AC166110.2,0,0,0,0,0,0
AC166110.3,0,0,0,0,0,0
AC166350.1,20,0,0,0,0,0
AC166360.2,0,0,0,7,0,0
AC166748.1,0,0,0,0,0,0
AC166779.1,0,0,0,0,0,0
AC166779.2,0,0,0,0,0,0
AC166779.3,10,2,0,0,0,0
AC167363.3,0,0,0,0,0,0
AC167812.1,0,0,0,0,0,0
AC168306.1,0,0,0,0,0,0
AC168977.1,0,7,3,0,0,0
AC168977.2,0,0,0,0,0,0
AC169506.1,0,0,0,0,0,0
AC169506.2,0,0,9,0,5,21
AC169506.3,0,0,0,0,0,0
AC169509.1,30,67,14,45,89,24
AC170187.1,0,0,0,0,0,0
AC170187.2,0,0,0,0,0,0
AC170998.1,0,17,55,0,8,33
AC174383.1,0,0,0,0,0,0
AC174383.2,0,0,0,0,0,0
AC174780.1,0,0,0,0,0,0
AC174797.1,0,0,0,0,0,0
AC188608.1,0,0,0,0,0,0
AC192777.1,0,0,0,0,0,0
AC192777.2,0,0,0,0,0,0
AC192777.3,0,0,0,0,0,0
AC234645.1,0,0,0,0,0,0
AC241601.2,0,0,0,0,0,0
Acaa1a,2200,2015,1962,1784,2257,1777
Acaa1b,0,30,70,3,5,5
Acaa2,2321,2541,2404,2364,2286,1852
Acaca,1316,1686,1970,1298,2449,1915
Acacb,205,1418,663,218,225,258
Acad10,484,282,494,349,488,334
Acad11,954,1037,1297,1220,1163,1074
Acad12,221,169,165,185,160,207
Acad8,924,1360,1259,812,1119,894
Acad9,2227,3344,3028,2089,2378,1680
